[['Portland Trail Blazers', 0.471, 8.0, 12.0, 0.692], ['San Antonio Spurs', 0.5, 16.0, 8.0, 0.765], 0]
[['Detroit Pistons', 0.43, 13.0, 11.0, 0.897], ['Seattle SuperSonics', 0.432, 11.0, 12.0, 0.697], 1]
[['Cleveland Cavaliers', 0.455, 16.0, 9.0, 0.852], ['Los Angeles Clippers', 0.506, 15.0, 15.0, 0.593], 1]
[['New Orleans Hornets', 0.408, 14.0, 9.0, 0.762], ['New Jersey Nets', 0.421, 16.0, 5.0, 0.9], 1]
[['Cleveland Cavaliers', 0.419, 14.0, 17.0, 0.553], ['Denver Nuggets', 0.55, 13.0, 7.0, 0.667], 0]
[['Sacramento Kings', 0.449, 18.0, 10.0, 0.737], ['Utah Jazz', 0.5, 15.0, 15.0, 0.838], 0]
[['Miami Heat', 0.385, 10.0, 8.0, 0.682], ['Charlotte Bobcats', 0.43, 8.0, 9.0, 0.727], 0]
[['Boston Celtics', 0.349, 22.0, 16.0, 0.769], ['Indiana Pacers', 0.425, 13.0, 7.0, 0.75], 1]
[['Seattle SuperSonics', 0.344, 17.0, 12.0, 0.571], ['Orlando Magic', 0.463, 26.0, 10.0, 0.773], 0]
[['Houston Rockets', 0.47, 9.0, 9.0, 0.708], ['Memphis Grizzlies', 0.5, 17.0, 9.0, 0.829], 0]
[['Philadelphia 76ers', 0.402, 18.0, 12.0, 0.722], ['Dallas Mavericks', 0.446, 12.0, 11.0, 0.704], 0]
[['Los Angeles Lakers', 0.439, 19.0, 10.0, 0.857], ['San Antonio Spurs', 0.44, 11.0, 8.0, 0.933], 0]
[['New York Knicks', 0.465, 17.0, 12.0, 0.727], ['Phoenix Suns', 0.562, 18.0, 9.0, 0.8], 0]
[['Detroit Pistons', 0.44, 11.0, 11.0, 0.75], ['Portland Trail Blazers', 0.548, 13.0, 7.0, 0.727], 0]
[['Charlotte Bobcats', 0.494, 13.0, 12.0, 0.704], ['Atlanta Hawks', 0.597, 16.0, 13.0, 0.815], 0]
[['Orlando Magic', 0.455, 15.0, 15.0, 0.864], ['Cleveland Cavaliers', 0.477, 14.0, 8.0, 0.774], 1]
[['Utah Jazz', 0.385, 17.0, 17.0, 0.917], ['Toronto Raptors', 0.429, 15.0, 10.0, 0.793], 1]
[['Indiana Pacers', 0.393, 15.0, 12.0, 0.842], ['Washington Wizards', 0.486, 14.0, 8.0, 0.867], 0]
[['New Jersey Nets', 0.333, 20.0, 18.0, 0.531], ['Boston Celtics', 0.465, 14.0, 10.0, 0.71], 0]
[['Seattle SuperSonics', 0.386, 12.0, 11.0, 0.727], ['Miami Heat', 0.493, 22.0, 12.0, 0.8], 1]
[['Memphis Grizzlies', 0.465, 14.0, 17.0, 0.7], ['Milwaukee Bucks', 0.476, 12.0, 13.0, 0.789], 0]
[['Sacramento Kings', 0.5, 16.0, 3.0, 1.0], ['Minnesota Timberwolves', 0.532, 16.0, 10.0, 0.727], 0]
[['Philadelphia 76ers', 0.4, 20.0, 12.0, 0.706], ['New Orleans Hornets', 0.479, 15.0, 11.0, 0.636], 0]
[['Portland Trail Blazers', 0.39, 17.0, 14.0, 0.694], ['Denver Nuggets', 0.525, 17.0, 12.0, 0.862], 0]
[['Los Angeles Lakers', 0.353, 12.0, 20.0, 0.59], ['Houston Rockets', 0.444, 19.0, 10.0, 0.75], 1]
[['Detroit Pistons', 0.411, 11.0, 20.0, 0.619], ['Golden State Warriors', 0.53, 14.0, 11.0, 0.68], 1]
[['New York Knicks', 0.346, 20.0, 18.0, 0.727], ['Los Angeles Clippers', 0.365, 14.0, 13.0, 0.81], 0]
[['San Antonio Spurs', 0.4, 14.0, 15.0, 0.786], ['Dallas Mavericks', 0.521, 13.0, 9.0, 0.733], 0]
[['Chicago Bulls', 0.424, 14.0, 15.0, 0.792], ['Phoenix Suns', 0.506, 15.0, 7.0, 0.741], 0]
[['Portland Trail Blazers', 0.451, 18.0, 8.0, 0.864], ['Philadelphia 76ers', 0.507, 21.0, 11.0, 0.789], 0]
[['Indiana Pacers', 0.439, 16.0, 15.0, 0.826], ['Toronto Raptors', 0.469, 13.0, 6.0, 0.88], 0]
[['Seattle SuperSonics', 0.455, 12.0, 13.0, 0.818], ['Atlanta Hawks', 0.475, 13.0, 12.0, 0.839], 1]
[['Miami Heat', 0.473, 11.0, 4.0, 0.571], ['Boston Celtics', 0.493, 18.0, 5.0, 0.944], 0]
[['Utah Jazz', 0.405, 15.0, 13.0, 0.846], ['Cleveland Cavaliers', 0.417, 13.0, 12.0, 0.839], 0]
[['Orlando Magic', 0.298, 22.0, 14.0, 0.692], ['New Jersey Nets', 0.41, 14.0, 10.0, 0.8], 1]
[['New Orleans Hornets', 0.5, 16.0, 15.0, 0.826], ['Memphis Grizzlies', 0.505, 13.0, 7.0, 0.688], 1]
[['Washington Wizards', 0.419, 20.0, 9.0, 0.741], ['Minnesota Timberwolves', 0.519, 17.0, 9.0, 0.731], 1]
[['Houston Rockets', 0.486, 16.0, 11.0, 0.688], ['San Antonio Spurs', 0.507, 16.0, 7.0, 0.667], 0]
[['New York Knicks', 0.4, 13.0, 19.0, 0.805], ['Sacramento Kings', 0.477, 19.0, 13.0, 0.739], 0]
[['Los Angeles Clippers', 0.412, 11.0, 11.0, 0.767], ['Golden State Warriors', 0.5, 8.0, 15.0, 0.781], 0]
[['Detroit Pistons', 0.385, 9.0, 23.0, 0.75], ['Los Angeles Lakers', 0.434, 17.0, 14.0, 0.815], 0]
[['Seattle SuperSonics', 0.31, 14.0, 10.0, 0.806], ['Charlotte Bobcats', 0.438, 15.0, 17.0, 0.6], 0]
[['Utah Jazz', 0.47, 19.0, 11.0, 0.773], ['Indiana Pacers', 0.579, 17.0, 8.0, 0.643], 0]
[['Portland Trail Blazers', 0.443, 17.0, 10.0, 0.71], ['Washington Wizards', 0.449, 8.0, 16.0, 0.955], 0]
[['Miami Heat', 0.408, 14.0, 5.0, 0.793], ['New Jersey Nets', 0.466, 26.0, 6.0, 0.789], 1]
[['New Orleans Hornets', 0.419, 16.0, 16.0, 0.75], ['Minnesota Timberwolves', 0.488, 4.0, 11.0, 1.0], 1]
[['Memphis Grizzlies', 0.464, 18.0, 11.0, 0.87], ['Dallas Mavericks', 0.476, 14.0, 14.0, 0.7], 0]
[['Phoenix Suns', 0.393, 9.0, 16.0, 0.6], ['Houston Rockets', 0.623, 25.0, 4.0, 0.655], 1]
[['Atlanta Hawks', 0.476, 16.0, 13.0, 0.609], ['Milwaukee Bucks', 0.523, 14.0, 13.0, 0.625], 0]
[['New York Knicks', 0.381, 17.0, 17.0, 0.714], ['Denver Nuggets', 0.489, 11.0, 18.0, 0.581], 0]
[['Chicago Bulls', 0.394, 14.0, 7.0, 0.722], ['Los Angeles Clippers', 0.435, 10.0, 13.0, 0.591], 1]
[['Golden State Warriors', 0.435, 13.0, 14.0, 0.762], ['Toronto Raptors', 0.471, 17.0, 12.0, 0.667], 1]
[['Boston Celtics', 0.508, 14.0, 6.0, 0.705], ['Orlando Magic', 0.533, 19.0, 9.0, 0.692], 0]
[['Detroit Pistons', 0.473, 9.0, 7.0, 0.789], ['Sacramento Kings', 0.486, 11.0, 8.0, 0.576], 0]
[['Chicago Bulls', 0.348, 19.0, 12.0, 0.688], ['Los Angeles Lakers', 0.456, 21.0, 15.0, 0.897], 0]
[['Portland Trail Blazers', 0.421, 18.0, 8.0, 0.87], ['Charlotte Bobcats', 0.47, 13.0, 13.0, 0.667], 0]
[['Seattle SuperSonics', 0.448, 16.0, 18.0, 0.794], ['Memphis Grizzlies', 0.558, 13.0, 10.0, 0.75], 0]
[['Orlando Magic', 0.434, 14.0, 8.0, 0.75], ['New Orleans Hornets', 0.472, 20.0, 5.0, 0.826], 1]
[['New Jersey Nets', 0.352, 19.0, 9.0, 0.594], ['Utah Jazz', 0.522, 16.0, 8.0, 0.651], 0]
[['San Antonio Spurs', 0.418, 10.0, 13.0, 0.708], ['Atlanta Hawks', 0.5, 15.0, 12.0, 0.8], 1]
[['Milwaukee Bucks', 0.47, 13.0, 10.0, 0.84], ['Cleveland Cavaliers', 0.475, 10.0, 15.0, 0.732], 1]
[['Los Angeles Lakers', 0.408, 7.0, 18.0, 0.75], ['Indiana Pacers', 0.583, 13.0, 4.0, 0.804], 1]
[['Philadelphia 76ers', 0.473, 10.0, 16.0, 0.5], ['Washington Wizards', 0.573, 11.0, 10.0, 0.833], 0]
[['Golden State Warriors', 0.392, 27.0, 15.0, 0.696], ['New York Knicks', 0.477, 11.0, 8.0, 0.63], 1]
[['Toronto Raptors', 0.45, 9.0, 11.0, 0.826], ['Dallas Mavericks', 0.493, 8.0, 9.0, 0.821], 0]
[['Chicago Bulls', 0.4, 21.0, 18.0, 0.6], ['Denver Nuggets', 0.506, 21.0, 7.0, 0.824], 0]
[['Phoenix Suns', 0.434, 14.0, 7.0, 0.793], ['Sacramento Kings', 0.443, 17.0, 7.0, 0.733], 1]
[['Washington Wizards', 0.444, 16.0, 11.0, 0.69], ['Charlotte Bobcats', 0.448, 14.0, 16.0, 0.8], 1]
[['Golden State Warriors', 0.333, 15.0, 16.0, 0.714], ['Boston Celtics', 0.481, 17.0, 12.0, 0.786], 0]
[['Dallas Mavericks', 0.432, 10.0, 13.0, 0.833], ['Houston Rockets', 0.443, 17.0, 7.0, 0.778], 1]
[['Atlanta Hawks', 0.351, 14.0, 16.0, 0.786], ['Miami Heat', 0.424, 17.0, 7.0, 0.743], 1]
[['New York Knicks', 0.45, 13.0, 12.0, 0.571], ['Detroit Pistons', 0.487, 9.0, 11.0, 0.696], 0]
[['Toronto Raptors', 0.391, 7.0, 11.0, 0.923], ['Memphis Grizzlies', 0.405, 13.0, 9.0, 0.8], 1]
[['Los Angeles Lakers', 0.431, 13.0, 6.0, 0.875], ['Milwaukee Bucks', 0.494, 13.0, 5.0, 0.88], 0]
[['Cleveland Cavaliers', 0.457, 15.0, 11.0, 0.615], ['Minnesota Timberwolves', 0.466, 15.0, 12.0, 0.697], 1]
[['Indiana Pacers', 0.391, 9.0, 11.0, 0.85], ['New Orleans Hornets', 0.461, 7.0, 12.0, 0.7], 1]
[['Orlando Magic', 0.516, 3.0, 9.0, 0.792], ['San Antonio Spurs', 0.56, 11.0, 3.0, 0.667], 0]
[['Sacramento Kings', 0.453, 13.0, 20.0, 0.647], ['Phoenix Suns', 0.533, 7.0, 7.0, 0.905], 0]
[['New Jersey Nets', 0.537, 14.0, 7.0, 0.656], ['Portland Trail Blazers', 0.544, 15.0, 6.0, 0.741], 1]
[['Denver Nuggets', 0.391, 13.0, 12.0, 0.581], ['Los Angeles Clippers', 0.471, 24.0, 9.0, 0.75], 0]
[['Charlotte Bobcats', 0.411, 9.0, 14.0, 0.65], ['Orlando Magic', 0.475, 12.0, 14.0, 0.564], 0]
[['Golden State Warriors', 0.511, 7.0, 13.0, 0.652], ['Washington Wizards', 0.512, 12.0, 18.0, 0.676], 1]
[['Los Angeles Lakers', 0.422, 15.0, 9.0, 0.875], ['Boston Celtics', 0.506, 12.0, 6.0, 0.75], 0]
[['Philadelphia 76ers', 0.391, 14.0, 14.0, 0.724], ['Detroit Pistons', 0.415, 6.0, 12.0, 0.722], 0]
[['Dallas Mavericks', 0.417, 11.0, 14.0, 0.895], ['Indiana Pacers', 0.448, 13.0, 15.0, 0.8], 0]
[['Houston Rockets', 0.439, 9.0, 13.0, 0.636], ['Miami Heat', 0.554, 13.0, 6.0, 0.605], 0]
[['Memphis Grizzlies', 0.432, 14.0, 6.0, 0.813], ['San Antonio Spurs', 0.489, 12.0, 9.0, 0.692], 0]
[['Minnesota Timberwolves', 0.38, 17.0, 6.0, 0.878], ['Denver Nuggets', 0.386, 20.0, 13.0, 0.625], 0]
[['Los Angeles Clippers', 0.412, 14.0, 8.0, 0.792], ['Phoenix Suns', 0.489, 13.0, 10.0, 0.885], 0]
[['New Orleans Hornets', 0.329, 18.0, 15.0, 0.69], ['Utah Jazz', 0.474, 17.0, 9.0, 0.85], 0]
[['Sacramento Kings', 0.444, 18.0, 4.0, 0.722], ['Portland Trail Blazers', 0.452, 15.0, 10.0, 0.593], 0]
[['New Jersey Nets', 0.479, 21.0, 9.0, 0.667], ['Seattle SuperSonics', 0.494, 13.0, 8.0, 0.682], 1]
[['Toronto Raptors', 0.494, 5.0, 5.0, 0.909], ['Cleveland Cavaliers', 0.518, 12.0, 13.0, 0.632], 0]
[['Chicago Bulls', 0.345, 14.0, 11.0, 0.789], ['New York Knicks', 0.394, 17.0, 11.0, 0.619], 0]
[['Boston Celtics', 0.436, 13.0, 9.0, 0.786], ['Charlotte Bobcats', 0.486, 14.0, 10.0, 0.789], 1]
[['Miami Heat', 0.468, 13.0, 7.0, 0.8], ['Orlando Magic', 0.56, 11.0, 7.0, 0.718], 0]
[['Golden State Warriors', 0.396, 18.0, 17.0, 0.677], ['Philadelphia 76ers', 0.42, 16.0, 12.0, 0.658], 1]
[['Washington Wizards', 0.495, 15.0, 14.0, 0.778], ['Memphis Grizzlies', 0.526, 19.0, 10.0, 0.879], 0]
[['Atlanta Hawks', 0.45, 11.0, 16.0, 0.8], ['Minnesota Timberwolves', 0.472, 15.0, 12.0, 0.762], 1]
[['Denver Nuggets', 0.354, 18.0, 14.0, 0.769], ['Houston Rockets', 0.484, 17.0, 19.0, 0.72], 0]
[['Dallas Mavericks', 0.452, 8.0, 12.0, 0.588], ['Milwaukee Bucks', 0.508, 12.0, 9.0, 0.707], 0]
[['New Orleans Hornets', 0.4, 15.0, 14.0, 0.793], ['Los Angeles Clippers', 0.463, 9.0, 8.0, 0.8], 1]
[['Chicago Bulls', 0.38, 12.0, 10.0, 0.6], ['Toronto Raptors', 0.43, 9.0, 11.0, 0.923], 0]
[['Utah Jazz', 0.395, 12.0, 17.0, 0.679], ['Detroit Pistons', 0.52, 16.0, 11.0, 0.733], 1]
[['Cleveland Cavaliers', 0.432, 16.0, 10.0, 0.756], ['Indiana Pacers', 0.465, 17.0, 13.0, 0.643], 1]
[['San Antonio Spurs', 0.513, 9.0, 12.0, 0.958], ['Seattle SuperSonics', 0.526, 8.0, 5.0, 0.833], 1]
[['New Jersey Nets', 0.446, 18.0, 7.0, 0.737], ['Los Angeles Lakers', 0.467, 17.0, 10.0, 0.683], 1]
[['Utah Jazz', 0.506, 14.0, 18.0, 0.724], ['New York Knicks', 0.532, 14.0, 11.0, 0.846], 0]
[['Minnesota Timberwolves', 0.419, 16.0, 5.0, 0.833], ['New Orleans Hornets', 0.52, 16.0, 3.0, 0.739], 1]
[['Washington Wizards', 0.393, 12.0, 13.0, 1.0], ['Dallas Mavericks', 0.507, 12.0, 6.0, 0.794], 1]
[['Orlando Magic', 0.39, 12.0, 10.0, 0.538], ['Portland Trail Blazers', 0.413, 14.0, 12.0, 0.706], 1]
[['San Antonio Spurs', 0.448, 12.0, 14.0, 0.6], ['Sacramento Kings', 0.551, 10.0, 6.0, 0.913], 0]
[['Phoenix Suns', 0.489, 20.0, 15.0, 0.833], ['Golden State Warriors', 0.515, 10.0, 12.0, 0.706], 0]
[['Houston Rockets', 0.329, 14.0, 9.0, 0.72], ['Los Angeles Clippers', 0.437, 18.0, 8.0, 0.95], 1]
[['Boston Celtics', 0.43, 12.0, 10.0, 0.69], ['Cleveland Cavaliers', 0.481, 12.0, 8.0, 0.778], 0]
[['Charlotte Bobcats', 0.459, 18.0, 10.0, 0.75], ['Miami Heat', 0.58, 13.0, 6.0, 0.806], 0]
[['Memphis Grizzlies', 0.452, 10.0, 8.0, 0.769], ['New Jersey Nets', 0.5, 10.0, 4.0, 0.719], 1]
[['Philadelphia 76ers', 0.493, 14.0, 12.0, 0.913], ['Milwaukee Bucks', 0.523, 9.0, 15.0, 0.762], 1]
